id_policy,id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount,pol_bonus,pol_coverage,pol_duration,pol_sit_duration,pol_pay_freq,pol_payd,pol_usage,pol_insee_code,drv_drv2,drv_age1,drv_age2,drv_sex1,drv_sex2,drv_age_lic1,drv_age_lic2,vh_age,vh_cyl,vh_din,vh_fuel,vh_make,vh_model,vh_sale_begin,vh_sale_end,vh_speed,vh_type,vh_value,vh_weight,claim_amount_winsorized
A00015128-V01,A00015128,V01,0,CL01,1,1236.0,0.9,3.0,13.0,3.0,Monthly,No,WorkPrivate,28085,No,59,,M,,28.0,0.0,14.0,1598.0,90.0,Gasoline,RENAULT,MEGANE,16.0,15.0,184.0,Tourism,16114.0,1055.0,1236.0
A00038106-V01,A00038106,V01,0,CL02,1,305.38,0.5,4.0,30.0,2.0,Monthly,No,WorkPrivate,30141,Yes,56,54,M,F,37.0,34.0,3.0,1910.0,150.0,Diesel,OPEL,ASTRA,5.0,2.0,208.0,Tourism,28450.0,1393.0,305.38
A00003892-V01,A00003892,V01,0,CL01,1,1222.75,0.5,4.0,12.0,4.0,Yearly,No,WorkPrivate,65350,No,36,,F,,17.0,0.0,6.0,1124.0,60.0,Gasoline,CITROEN,C3,9.0,9.0,156.0,Tourism,11050.0,1053.0,1222.75
A00088423-V01,A00088423,V01,0,CL01,1,928.0,0.8,2.0,5.0,3.0,Monthly,No,WorkPrivate,59350,No,35,,M,,10.0,0.0,13.0,1124.0,60.0,Gasoline,PEUGEOT,106,15.0,14.0,165.0,Tourism,9772.0,835.0,928.0
A00041182-V01,A00041182,V01,0,CL01,1,636.17,0.5,4.0,24.0,4.0,Yearly,No,WorkPrivate,57062,No,59,,M,,36.0,0.0,4.0,1560.0,109.0,Diesel,MAZDA,MAZDA3,7.0,5.0,182.0,Tourism,19400.0,1275.0,636.17
A00023141-V01,A00023141,V01,0,CL01,1,554.63,0.5,3.0,19.0,5.0,Monthly,No,WorkPrivate,06030,Yes,58,59,M,F,40.0,39.0,15.0,1595.0,101.0,Gasoline,AUDI,A4,16.0,13.0,191.0,Tourism,20535.0,1195.0,554.63
A00039790-V01,A00039790,V01,0,CL01,1,623.46,0.5,4.0,26.0,1.0,Monthly,No,WorkPrivate,40133,Yes,54,54,M,F,33.0,26.0,1.0,1560.0,90.0,Diesel,FORD,FIESTA,3.0,1.0,175.0,Tourism,17700.0,1041.0,623.46
A00014455-V01,A00014455,V01,0,CL01,1,438.41,0.5,4.0,2.0,2.0,Quarterly,No,WorkPrivate,59509,Yes,49,21,F,F,29.0,2.0,2.0,1398.0,68.0,Diesel,CITROEN,C2,8.0,5.0,166.0,Tourism,16300.0,996.0,438.41
A00012247-V01,A00012247,V01,0,CL01,1,181.59,0.5,4.0,14.0,4.0,Yearly,No,WorkPrivate,86037,Yes,72,31,F,M,51.0,12.0,4.0,1328.0,94.0,Gasoline,SUZUKI,IGNIS,4.0,2.0,160.0,Commercial,11290.0,1470.0,181.59
A00078268-V01,A00078268,V01,0,CL01,1,106.14,0.5,4.0,3.0,3.0,Monthly,No,WorkPrivate,31291,No,39,,M,,21.0,0.0,3.0,1995.0,150.0,Diesel,RENAULT,MEGANE,6.0,4.0,211.0,Tourism,26750.0,1320.0,106.14
A00044048-V01,A00044048,V01,0,CL01,1,1215.77,0.5,4.0,10.0,2.0,Yearly,No,Retired,31149,No,78,,F,,41.0,0.0,2.0,1397.0,96.0,Gasoline,PEUGEOT,207,4.0,2.0,185.0,Tourism,15050.0,1178.0,1215.77
A00054173-V02,A00054173,V02,0,CL01,1,446.19,0.5,4.0,14.0,1.0,Yearly,No,WorkPrivate,87085,Yes,54,27,F,F,34.0,9.0,3.0,1461.0,86.0,Diesel,RENAULT,CLIO,6.0,4.0,174.0,Tourism,17450.0,1175.0,446.19
A00002035-V01,A00002035,V01,0,CL01,1,105.2,0.5,4.0,25.0,3.0,Biannual,No,Professional,69389,No,52,,F,,32.0,0.0,3.0,1396.0,83.0,Gasoline,HONDA,JAZZ,9.0,8.0,160.0,Tourism,16000.0,1015.0,105.2
A00003704-V01,A00003704,V01,0,CL02,1,316.39,0.58,4.0,16.0,2.0,Biannual,No,WorkPrivate,45329,No,47,,F,,27.0,0.0,5.0,1560.0,92.0,Diesel,CITROEN,XSARA,5.0,5.0,183.0,Tourism,23650.0,1320.0,316.39
A00077511-V01,A00077511,V01,0,CL01,1,-803.39,0.5,4.0,12.0,1.0,Biannual,No,WorkPrivate,29232,Yes,49,21,M,F,31.0,2.0,2.0,1997.0,120.0,Diesel,PEUGEOT,807,3.0,2.0,180.0,Tourism,33750.0,1736.0,-803.39
A00031396-V01,A00031396,V01,0,CL01,1,1476.14,0.5,4.0,4.0,3.0,Biannual,No,Retired,92012,No,76,,M,,52.0,0.0,3.0,1968.0,140.0,Diesel,RENAULT,TIGUAN,4.0,2.0,182.0,Tourism,33790.0,1604.0,1476.14
A00024199-V01,A00024199,V01,0,CL04,1,238.29,0.5,4.0,5.0,3.0,Yearly,No,WorkPrivate,85208,No,39,,M,,21.0,0.0,10.0,1997.0,90.0,Diesel,PEUGEOT,307,10.0,7.0,179.0,Tourism,18100.0,1243.0,238.29
A00054133-V01,A00054133,V01,0,CL02,1,88.52,0.5,4.0,6.0,2.0,Monthly,No,WorkPrivate,75113,Yes,45,46,M,F,23.0,13.0,3.0,1968.0,140.0,Diesel,RENAULT,PASSAT,3.0,1.0,213.0,Tourism,34980.0,1466.0,88.52
A00019054-V01,A00019054,V01,0,CL01,1,551.48,0.51,4.0,9.0,3.0,Yearly,No,WorkPrivate,28187,Yes,47,43,F,M,27.0,25.0,4.0,1386.0,89.0,Gasoline,NISSAN,NOTE,5.0,3.0,165.0,Tourism,14700.0,1092.0,551.48
A00006789-V01,A00006789,V01,0,CL01,1,-644.86,0.54,4.0,4.0,4.0,Monthly,No,Professional,75113,No,42,,M,,22.0,0.0,6.0,1968.0,140.0,Diesel,RENAULT,TOURAN,7.0,5.0,197.0,Tourism,27310.0,1600.0,-644.86
A00071994-V01,A00071994,V01,0,CL01,1,1236.0,0.58,4.0,14.0,9.0,Yearly,No,Retired,34108,No,82,,M,,63.0,0.0,14.0,1360.0,75.0,Gasoline,CITROEN,ZX,18.0,16.0,172.0,Tourism,12639.0,945.0,1236.0
A00058365-V01,A00058365,V01,0,CL01,1,463.83,0.76,4.0,1.0,1.0,Monthly,No,WorkPrivate,76212,No,44,,M,,25.0,0.0,10.0,1951.0,136.0,Diesel,BMW,320,13.0,10.0,207.0,Tourism,26298.0,1450.0,463.83
A00031788-V01,A00031788,V01,0,CL01,1,-223.68,0.5,4.0,2.0,2.0,Yearly,No,WorkPrivate,78517,No,53,,M,,30.0,0.0,8.0,2188.0,150.0,Diesel,RENAULT,LAGUNA,9.0,7.0,215.0,Tourism,28450.0,1490.0,-223.68
A00005689-V01,A00005689,V01,0,CL02,1,4212.3,0.51,4.0,12.0,3.0,Monthly,No,WorkPrivate,62497,No,39,,F,,21.0,0.0,8.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,8.0,163.0,Tourism,13050.0,960.0,4181.04
A00011682-V01,A00011682,V01,0,CL01,1,1114.62,0.5,3.0,2.0,1.0,Monthly,No,WorkPrivate,76202,Yes,52,51,F,M,30.0,31.0,16.0,1870.0,66.0,Diesel,RENAULT,R19,18.0,14.0,161.0,Tourism,16282.0,1005.0,1114.62
A00050838-V01,A00050838,V01,0,CL01,1,701.66,0.85,4.0,7.0,1.0,Monthly,No,WorkPrivate,63113,No,28,,M,,10.0,0.0,8.0,1905.0,109.0,Gasoline,PEUGEOT,206,10.0,5.0,193.0,Tourism,14950.0,1013.0,701.66
A00033822-V01,A00033822,V01,0,CL01,1,463.59,0.72,3.0,7.0,2.0,Monthly,No,WorkPrivate,02360,No,30,,M,,10.0,0.0,12.0,1753.0,90.0,Diesel,FORD,MONDEO,13.0,11.0,176.0,Tourism,18508.0,1340.0,463.59
A00045784-V01,A00045784,V01,0,CL01,1,106.14,0.5,4.0,4.0,2.0,Monthly,No,WorkPrivate,28365,Yes,52,46,M,F,33.0,27.0,2.0,1390.0,75.0,Gasoline,DACIA,SANDERO,2.0,1.0,161.0,Tourism,9890.0,1036.0,106.14
A00090351-V01,A00090351,V01,0,CL01,1,718.0,0.5,4.0,2.0,2.0,Yearly,No,Retired,79062,Yes,70,65,M,F,51.0,26.0,4.0,1560.0,90.0,Diesel,PEUGEOT,307,6.0,6.0,179.0,Tourism,17500.0,1193.0,718.0
A00043869-V01,A00043869,V01,0,CL01,1,2309.79,0.5,4.0,3.0,3.0,Biannual,No,Retired,45186,No,65,,M,,47.0,0.0,8.0,2148.0,150.0,Diesel,MERCEDES BENZ,E220,9.0,5.0,217.0,Tourism,39800.0,1610.0,2309.79
A00065832-V01,A00065832,V01,0,CL01,1,894.71,0.5,4.0,4.0,3.0,Yearly,No,Retired,73077,No,69,,M,,51.0,0.0,3.0,1896.0,105.0,Diesel,SKODA,OCTAVIA,6.0,5.0,192.0,Tourism,25590.0,1320.0,894.71
A00022714-V01,A00022714,V01,0,CL01,1,168.44,0.5,4.0,28.0,2.0,Yearly,No,Retired,73087,No,70,,F,,50.0,0.0,8.0,1749.0,116.0,Gasoline,CITROEN,XSARA,12.0,8.0,190.0,Tourism,17900.0,1320.0,168.44
A00086364-V01,A00086364,V01,0,CL01,1,1025.39,0.5,4.0,10.0,1.0,Yearly,No,Retired,69276,No,64,,M,,46.0,0.0,4.0,2149.0,170.0,Diesel,MERCEDES BENZ,C220,4.0,2.0,229.0,Tourism,34250.0,1510.0,1025.39
A00085258-V01,A00085258,V01,0,CL01,1,532.33,0.5,4.0,14.0,5.0,Yearly,No,WorkPrivate,52121,Yes,63,64,M,F,42.0,45.0,5.0,1896.0,105.0,Diesel,SEAT,ALTEA,7.0,2.0,183.0,Tourism,20315.0,1430.0,532.33
A00066853-V01,A00066853,V01,0,CL01,1,1236.0,0.5,4.0,19.0,2.0,Biannual,No,Retired,92060,No,80,,M,,36.0,0.0,8.0,1997.0,138.0,Gasoline,PEUGEOT,307,10.0,6.0,205.0,Tourism,20000.0,1219.0,1236.0
A00026106-V01,A00026106,V01,0,CL01,1,43.92,0.5,2.0,5.0,1.0,Yearly,No,Retired,94019,Yes,79,79,M,F,49.0,37.0,14.0,1587.0,90.0,Gasoline,PEUGEOT,306,18.0,15.0,180.0,Tourism,16648.0,1060.0,43.92
A00076964-V01,A00076964,V01,0,CL01,1,2260.84,1.0,1.0,4.0,1.0,Yearly,No,WorkPrivate,74173,No,22,,M,,4.0,0.0,10.0,1527.0,58.0,Diesel,CITROEN,SAXO,13.0,11.0,158.0,Tourism,10901.0,890.0,2260.84
A00010599-V01,A00010599,V01,0,CL01,1,779.25,0.5,4.0,12.0,1.0,Quarterly,No,WorkPrivate,64348,Yes,60,28,M,F,42.0,9.0,1.0,1995.0,177.0,Diesel,BMW,X3,2.0,1.0,206.0,Tourism,36900.0,1740.0,779.25
A00037597-V01,A00037597,V01,0,CL01,1,298.42,0.54,4.0,19.0,3.0,Monthly,No,WorkPrivate,67267,No,39,,F,,20.0,0.0,7.0,1240.0,66.0,Gasoline,NISSAN,MICRA,8.0,3.0,154.0,Tourism,11100.0,980.0,298.42
A00031095-V01,A00031095,V01,0,CL01,1,0.0,0.5,4.0,10.0,3.0,Monthly,No,WorkPrivate,88530,No,38,,F,,15.0,0.0,3.0,1328.0,93.0,Gasoline,SUZUKI,SWIFT,6.0,1.0,175.0,Tourism,13090.0,970.0,0.0
A00060027-V01,A00060027,V01,0,CL01,1,-531.35,0.5,4.0,26.0,6.0,Biannual,No,WorkPrivate,57076,No,57,,M,,37.0,0.0,6.0,1998.0,170.0,Gasoline,RENAULT,LAGUNA,6.0,5.0,223.0,Tourism,27200.0,1320.0,-531.35
A00078755-V01,A00078755,V01,0,CL02,1,0.0,0.9,3.0,5.0,1.0,Biannual,No,WorkPrivate,14554,No,40,,M,,19.0,0.0,9.0,1868.0,70.0,Diesel,CITROEN,BERLINGO,13.0,9.0,144.0,Commercial,13096.0,1155.0,0.0
A00000874-V01,A00000874,V01,0,CL01,1,103.59,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,68224,Yes,60,62,F,M,34.0,44.0,1.0,1997.0,136.0,Diesel,PEUGEOT,807,2.0,1.0,190.0,Tourism,36300.0,1743.0,103.59
A00059671-V01,A00059671,V01,0,CL03,1,893.29,0.5,4.0,28.0,2.0,Monthly,No,WorkPrivate,75119,No,55,,M,,34.0,0.0,2.0,1461.0,106.0,Diesel,NISSAN,QASHQAI,4.0,3.0,174.0,Tourism,24050.0,1407.0,893.29
A00084290-V01,A00084290,V01,0,CL01,1,280.85,0.5,4.0,19.0,2.0,Biannual,No,Professional,17300,No,58,,F,,34.0,0.0,2.0,2464.0,101.0,Diesel,RENAULT,MASTER,4.0,1.0,140.0,Commercial,30498.0,1887.0,280.85
A00069707-V01,A00069707,V01,0,CL01,1,89.81,0.5,3.0,4.0,2.0,Monthly,No,WorkPrivate,35296,No,53,,F,,34.0,0.0,11.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,13.0,11.0,151.0,Tourism,8522.0,823.0,89.81
A00075296-V01,A00075296,V01,0,CL01,1,94.27,0.5,4.0,2.0,2.0,Yearly,No,WorkPrivate,78466,No,45,,F,,25.0,0.0,8.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,13.0,11.0,151.0,Tourism,8522.0,823.0,94.27
A00064252-V01,A00064252,V01,0,CL02,1,-502.54,0.5,4.0,2.0,2.0,Biannual,No,WorkPrivate,37233,Yes,52,46,M,F,25.0,14.0,6.0,2179.0,130.0,Diesel,PEUGEOT,807,9.0,6.0,182.0,Tourism,33450.0,1648.0,-502.54
A00040145-V01,A00040145,V01,0,CL03,1,303.53,0.9,4.0,5.0,2.0,Monthly,No,WorkPrivate,92063,No,53,,M,,23.0,0.0,12.0,3199.0,225.0,Gasoline,MERCEDES BENZ,S320,13.0,9.0,240.0,Tourism,71400.0,1695.0,303.53
A00072150-V01,A00072150,V01,0,CL01,1,725.16,0.5,4.0,27.0,2.0,Biannual,No,WorkPrivate,03128,Yes,57,56,M,F,38.0,35.0,2.0,1198.0,60.0,Gasoline,RENAULT,POLO,4.0,2.0,157.0,Tourism,11450.0,1014.0,725.16
A00000948-V01,A00000948,V01,0,CL01,1,-10.59,0.54,3.0,1.0,1.0,Monthly,No,Professional,2A271,Yes,35,32,M,F,17.0,14.0,14.0,2477.0,100.0,Diesel,MITSUBISHI,L200,15.0,10.0,142.0,Commercial,26949.0,1610.0,-10.59
A00059211-V01,A00059211,V01,0,CL01,1,1236.0,0.5,4.0,5.0,5.0,Monthly,No,WorkPrivate,49333,No,42,,M,,24.0,0.0,12.0,1870.0,98.0,Diesel,RENAULT,SCENIC,13.0,11.0,173.0,Tourism,22090.0,1300.0,1236.0
A00039274-V02,A00039274,V02,0,CL01,1,109.08,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,60501,No,36,,F,,17.0,0.0,5.0,1870.0,125.0,Diesel,RENAULT,SCENIC,6.0,5.0,190.0,Tourism,24600.0,1430.0,109.08
A00012565-V01,A00012565,V01,0,CL01,1,435.92,0.76,4.0,6.0,1.0,Monthly,No,WorkPrivate,39243,No,28,,M,,10.0,0.0,9.0,1753.0,90.0,Diesel,FORD,FOCUS,11.0,10.0,184.0,Tourism,17928.0,1280.0,435.92
A00042715-V02,A00042715,V02,0,CL01,1,508.96,0.5,3.0,8.0,2.0,Biannual,No,WorkPrivate,74011,No,54,,M,,33.0,0.0,13.0,2459.0,102.0,Diesel,RENAULT,TRANSPORTER,13.0,12.0,157.0,Tourism,32739.0,1597.0,508.96
A00032470-V01,A00032470,V01,0,CL01,1,-449.48,0.5,4.0,1.0,1.0,Yearly,No,Professional,91201,No,54,,M,,35.0,0.0,2.0,1896.0,105.0,Diesel,RENAULT,CADDY,7.0,1.0,166.0,Commercial,17772.0,2235.0,-449.48
A00053781-V01,A00053781,V01,0,CL01,1,0.0,0.6,4.0,9.0,4.0,Biannual,No,WorkPrivate,50003,No,60,,M,,40.0,0.0,13.0,1796.0,120.0,Gasoline,LAND ROVER,FREELANDER,13.0,12.0,165.0,Tourism,24087.0,1480.0,0.0
A00024528-V01,A00024528,V01,0,CL01,1,715.38,0.5,4.0,23.0,1.0,Yearly,No,WorkPrivate,50083,Yes,47,48,F,M,28.0,30.0,1.0,1870.0,131.0,Diesel,RENAULT,MEGANE,2.0,1.0,205.0,Tourism,25300.0,1366.0,715.38
A00060315-V01,A00060315,V01,0,CL02,1,614.52,0.5,4.0,23.0,1.0,Yearly,Yes,Retired,74010,No,70,,F,,49.0,0.0,4.0,1498.0,96.0,Gasoline,MERCEDES BENZ,A150,7.0,2.0,175.0,Tourism,20000.0,1225.0,614.52
A00020310-V01,A00020310,V01,0,CL01,1,5287.21,0.5,4.0,2.0,2.0,Biannual,No,WorkPrivate,29272,Yes,52,23,M,F,33.0,5.0,5.0,1398.0,68.0,Diesel,PEUGEOT,207,5.0,4.0,166.0,Tourism,16500.0,1186.0,4181.04
A00025000-V01,A00025000,V01,0,CL01,1,164.92,0.5,4.0,5.0,4.0,Biannual,No,Retired,94903,No,73,,M,,46.0,0.0,6.0,1598.0,113.0,Gasoline,RENAULT,SCENIC,8.0,6.0,185.0,Tourism,20800.0,1320.0,164.92
A00046560-V01,A00046560,V01,0,CL01,1,525.05,0.5,4.0,7.0,7.0,Yearly,No,WorkPrivate,44109,No,60,,M,,42.0,0.0,7.0,2720.0,208.0,Diesel,JAGUAR,S-TYPE,7.0,6.0,225.0,Tourism,48250.0,1620.0,525.05
A00038108-V01,A00038108,V01,0,CL01,1,639.18,0.5,4.0,15.0,3.0,Monthly,No,WorkPrivate,38421,Yes,55,45,M,F,36.0,23.0,12.0,1905.0,93.0,Diesel,CITROEN,XANTIA,18.0,14.0,180.0,Tourism,21328.0,1252.0,639.18
A00086439-V01,A00086439,V01,0,CL01,1,-784.06,0.5,4.0,15.0,5.0,Yearly,No,WorkPrivate,57466,No,42,,M,,23.0,0.0,9.0,1360.0,75.0,Gasoline,PEUGEOT,206,13.0,8.0,170.0,Tourism,11950.0,950.0,-784.06
A00049077-V01,A00049077,V01,0,CL01,1,140.73,0.5,4.0,2.0,2.0,Yearly,No,WorkPrivate,59129,No,50,,M,,31.0,0.0,2.0,1560.0,90.0,Diesel,PEUGEOT,PARTNER,2.0,1.0,160.0,Tourism,20900.0,1524.0,140.73
A00030980-V01,A00030980,V01,0,CL01,1,0.0,0.5,4.0,18.0,1.0,Yearly,No,WorkPrivate,88486,No,56,,F,,35.0,0.0,2.0,1461.0,106.0,Diesel,RENAULT,KANGOO,2.0,1.0,169.0,Tourism,18250.0,1393.0,0.0
A00080312-V01,A00080312,V01,0,CL01,1,752.17,0.5,4.0,15.0,4.0,Monthly,No,Retired,05061,No,63,,F,,44.0,0.0,8.0,1997.0,90.0,Diesel,CITROEN,BERLINGO,9.0,6.0,160.0,Tourism,16750.0,1311.0,752.17
A00004055-V01,A00004055,V01,0,CL01,1,58.89,0.5,4.0,6.0,3.0,Monthly,No,WorkPrivate,31149,No,44,,F,,20.0,0.0,3.0,1461.0,68.0,Diesel,RENAULT,MODUS,3.0,3.0,158.0,Tourism,12999.0,1210.0,58.89
A00063605-V01,A00063605,V01,0,CL01,1,130.11,0.5,4.0,2.0,1.0,Yearly,No,WorkPrivate,54395,Yes,46,44,M,F,25.0,17.0,5.0,2179.0,170.0,Diesel,PEUGEOT,407,5.0,4.0,225.0,Tourism,35900.0,1624.0,130.11
A00040099-V01,A00040099,V01,0,CL01,1,1619.5,0.5,4.0,21.0,3.0,Biannual,No,WorkPrivate,59153,No,73,,F,,34.0,0.0,3.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,4.0,2.0,150.0,Tourism,10100.0,925.0,1619.5
A00044018-V01,A00044018,V01,0,CL01,1,2718.89,0.5,4.0,19.0,1.0,Yearly,No,Retired,44223,Yes,61,38,F,M,43.0,19.0,7.0,1398.0,68.0,Diesel,FORD,FIESTA,9.0,3.0,164.0,Tourism,15800.0,1070.0,2718.89
A00000727-V01,A00000727,V01,0,CL01,1,437.14,0.5,4.0,2.0,2.0,Quarterly,No,Professional,25056,No,64,,M,,28.0,0.0,11.0,2461.0,109.0,Diesel,RENAULT,LT 28,12.0,5.0,146.0,Commercial,24422.0,1724.0,437.14
A00058880-V01,A00058880,V01,0,CL01,1,372.77,0.76,4.0,1.0,1.0,Monthly,No,WorkPrivate,34108,Yes,24,23,M,F,6.0,1.0,7.0,1896.0,105.0,Diesel,VOLKSWAGEN,GOLF,8.0,4.0,187.0,Tourism,21370.0,1251.0,372.77
A00064047-V02,A00064047,V02,0,CL01,1,1010.41,0.5,4.0,11.0,1.0,Yearly,No,WorkPrivate,83080,Yes,75,80,M,F,40.0,51.0,2.0,2992.0,241.0,Diesel,PEUGEOT,407,2.0,1.0,243.0,Tourism,47600.0,1706.0,1010.41
A00067412-V01,A00067412,V01,0,CL01,1,21.53,0.5,4.0,14.0,5.0,Yearly,No,WorkPrivate,29235,Yes,46,42,F,M,26.0,24.0,6.0,1149.0,75.0,Gasoline,RENAULT,MODUS,7.0,6.0,163.0,Tourism,12900.0,1120.0,21.53
A00005884-V01,A00005884,V01,0,CL01,1,119.44,0.5,4.0,2.0,2.0,Quarterly,No,Retired,92002,No,82,,F,,13.0,0.0,6.0,1390.0,98.0,Gasoline,RENAULT,MODUS,7.0,6.0,177.0,Tourism,15000.0,1160.0,119.44
A00007998-V01,A00007998,V01,0,CL01,1,185.04,0.67,3.0,11.0,5.0,Monthly,No,WorkPrivate,74268,No,34,,M,,16.0,0.0,8.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,7.0,163.0,Commercial,12678.0,950.0,185.04
A00002075-V01,A00002075,V01,0,CL01,1,113.87,0.5,4.0,4.0,4.0,Yearly,No,WorkPrivate,92064,No,56,,F,,17.0,0.0,5.0,1149.0,59.0,Gasoline,RENAULT,CLIO,10.0,8.0,160.0,Tourism,11250.0,890.0,113.87
A00021997-V01,A00021997,V01,0,CL01,1,468.42,0.5,4.0,5.0,1.0,Biannual,No,Retired,95219,Yes,66,63,M,F,46.0,43.0,5.0,1560.0,109.0,Diesel,CITROEN,C5,7.0,4.0,190.0,Tourism,26500.0,1424.0,468.42
A00055142-V01,A00055142,V01,0,CL04,1,0.0,0.5,4.0,22.0,6.0,Biannual,No,Retired,75112,Yes,81,48,F,M,54.0,30.0,10.0,1587.0,109.0,Gasoline,CITROEN,XSARA,11.0,9.0,197.0,Tourism,18100.0,1216.0,0.0
A00081109-V01,A00081109,V01,0,CL02,1,-737.51,0.76,4.0,2.0,2.0,Biannual,No,WorkPrivate,75115,No,27,,F,,6.0,0.0,5.0,1598.0,170.0,Gasoline,MINI,MINI,7.0,5.0,218.0,Tourism,22800.0,1215.0,-737.51
A00012894-V01,A00012894,V01,0,CL02,1,100.46,0.5,4.0,26.0,1.0,Yearly,No,WorkPrivate,74303,Yes,48,40,M,F,30.0,21.0,12.0,1598.0,111.0,Gasoline,RENAULT,SCENIC,12.0,11.0,185.0,Tourism,17517.0,1260.0,100.46
A00035860-V01,A00035860,V01,0,CL02,1,5151.8,0.5,4.0,17.0,4.0,Biannual,No,WorkPrivate,77373,Yes,41,40,M,F,21.0,6.0,8.0,1870.0,102.0,Diesel,RENAULT,SCENIC,11.0,10.0,174.0,Tourism,20124.0,1290.0,4181.04
A00090553-V01,A00090553,V01,0,CL01,1,573.79,0.5,3.0,2.0,2.0,Biannual,No,WorkPrivate,67522,Yes,37,38,F,M,18.0,20.0,11.0,1910.0,105.0,Diesel,FIAT,BRAVO,13.0,11.0,187.0,Tourism,17746.0,1170.0,573.79
A00025596-V01,A00025596,V01,0,CL01,1,1220.86,0.5,4.0,11.0,2.0,Monthly,No,WorkPrivate,77436,Yes,40,36,M,F,19.0,16.0,6.0,1994.0,113.0,Diesel,MG,ZS,7.0,6.0,193.0,Tourism,20950.0,1230.0,1220.86
A00063940-V02,A00063940,V02,0,CL01,1,103.59,0.6,4.0,5.0,2.0,Monthly,No,WorkPrivate,54076,Yes,35,33,F,M,13.0,15.0,2.0,1896.0,90.0,Diesel,RENAULT,TOURAN,3.0,2.0,171.0,Tourism,19710.0,1498.0,103.59
A00026766-V01,A00026766,V01,0,CL01,1,729.3,0.5,4.0,9.0,1.0,Biannual,No,Professional,83042,No,48,,M,,30.0,0.0,3.0,2494.0,120.0,Diesel,TOYOTA,HI LUX,5.0,1.0,155.0,Commercial,26300.0,1730.0,729.3
A00059450-V01,A00059450,V01,0,CL01,1,825.39,0.5,4.0,3.0,2.0,Biannual,No,Retired,31424,No,80,,M,,58.0,0.0,2.0,1560.0,90.0,Diesel,PEUGEOT,207,4.0,1.0,182.0,Tourism,19250.0,1264.0,825.39
A00047017-V01,A00047017,V01,0,CL01,1,50.23,0.5,4.0,1.0,1.0,Monthly,No,Retired,71187,No,86,,F,,44.0,0.0,9.0,1587.0,109.0,Gasoline,PEUGEOT,206,9.0,6.0,194.0,Tourism,16000.0,1073.0,50.23
A00004778-V01,A00004778,V01,0,CL01,1,272.94,0.5,4.0,25.0,4.0,Quarterly,No,Retired,17306,No,68,,F,,44.0,0.0,12.0,1299.0,60.0,Gasoline,FORD,KA,15.0,14.0,155.0,Tourism,9041.0,890.0,272.94
A00002601-V01,A00002601,V01,0,CL01,1,1970.05,0.62,4.0,6.0,1.0,Yearly,Yes,Retired,75105,No,70,,F,,52.0,0.0,6.0,1699.0,116.0,Gasoline,MERCEDES BENZ,A170,7.0,2.0,183.0,Tourism,25100.0,1210.0,1970.05
A00084474-V02,A00084474,V02,0,CL01,1,2643.21,0.58,4.0,5.0,1.0,Quarterly,No,Professional,29056,Yes,56,24,M,M,37.0,5.0,3.0,999.0,62.0,Gasoline,KIA,PICANTO,7.0,4.0,150.0,Tourism,7990.0,910.0,2643.21
A00069810-V01,A00069810,V01,0,CL02,1,1010.41,0.5,2.0,5.0,2.0,Biannual,No,WorkPrivate,67380,No,35,,M,,15.0,0.0,13.0,2835.0,125.0,Diesel,MITSUBISHI,PAJERO,17.0,13.0,150.0,Tourism,30155.0,1855.0,1010.41
A00056935-V02,A00056935,V02,0,CL01,1,4526.7,0.57,4.0,1.0,1.0,Yearly,No,Professional,92026,No,52,,F,,30.0,0.0,1.0,2148.0,136.0,Diesel,MERCEDES BENZ,C200,2.0,1.0,215.0,Tourism,29500.0,1485.0,4181.04
A00088009-V01,A00088009,V01,0,CL01,1,62.79,0.5,3.0,1.0,1.0,Yearly,Yes,Retired,69283,Yes,63,64,F,M,22.0,42.0,12.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,13.0,11.0,151.0,Tourism,8522.0,823.0,62.79
A00074801-V01,A00074801,V01,0,CL01,1,770.2,0.5,4.0,4.0,4.0,Monthly,No,WorkPrivate,36220,No,46,,F,,15.0,0.0,13.0,1870.0,64.0,Diesel,RENAULT,CLIO,13.0,13.0,161.0,Tourism,11571.0,985.0,770.2
A00053671-V01,A00053671,V01,0,CL01,1,1010.41,0.5,4.0,3.0,3.0,Yearly,No,Professional,13209,No,60,,M,,40.0,0.0,3.0,2148.0,109.0,Diesel,MERCEDES BENZ,SPRINTER,5.0,2.0,145.0,Commercial,26432.0,1449.0,1010.41
A00081473-V01,A00081473,V01,0,CL01,1,174.88,0.57,3.0,7.0,4.0,Monthly,No,WorkPrivate,85226,No,30,,M,,11.0,0.0,14.0,1896.0,68.0,Diesel,RENAULT,TRANSPORTER,15.0,11.0,128.0,Commercial,18726.0,1314.0,174.88
